movie_title,director_popularity,main_actor,secondary_actor,third_actor,duration,gen_Drama,gen_Comedy,gen_Thriller,gen_Action,gen_Romance,gen_Adventure,gen_Crime,gen_Fantasy,gen_Sci-Fi,gen_Horror,gen_Family,gen_Mystery,gen_Animation,gen_Biography,gen_Music,gen_Sport,gen_War,gen_Musical,gen_History,gen_Documentary,gen_Western,gen_Film-Noir,gen_Short,gen_News,gen_Reality-TV,gen_Game-Show,num_voted_users,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,crat_R,crat_PG-13,crat_PG,crat_,crat_G,crat_Not Rated,crat_Approved,crat_Unrated,crat_TV-14,crat_TV-PG,crat_X,crat_TV-MA,crat_Passed,crat_TV-G,crat_NC-17,crat_GP,crat_M,crat_TV-Y7,profit_ratio,imdb_score
Deuces Wild ,1,6,26,8,96,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,17,1,17,3,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6044618,GET_50_AND_LET_80
Machine Gun Preacher ,7,19,6,1,129,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52972,11,4,18,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01791933333,GET_50_AND_LET_80
The Jacket ,1,10,1,1,94,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92850,1,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2172803793,GET_50_AND_LET_80
Bringing Out the Dead ,20,30,1,2,121,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53028,1,28,7,5,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3025492727,GET_50_AND_LET_80
Zookeeper ,8,17,9,4,102,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44662,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004510825,GET_50_AND_LET_80
Panic Room ,10,18,3,1,112,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206104,1,2,47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.985590979,GET_50_AND_LET_80
Don Jon ,1,19,19,1,90,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190494,2,5,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.158397667,GET_50_AND_LET_80
Kingdom of the Spiders ,1,2,1,1,97,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3274,96,15,29,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,GET_50_AND_LET_80
Scary Movie 5 ,7,1,7,6,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50337,4,7,3,12,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60071445,LT_50
The Number 23 ,10,10,12,3,98,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164608,5,45,6,125,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.095741625,GET_50_AND_LET_80
The Last Temptation of Christ ,20,1,5,1,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39680,1,12,18,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196226429,GET_50_AND_LET_80
The Hammer ,3,2,1,1,88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5489,23,15,27,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5207505882,GET_50_AND_LET_80
The Legend of Tarzan ,2,8,5,2,110,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42372,11,4,18,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6891764389,GET_50_AND_LET_80
Spy Kids 3-D: Game Over ,12,25,17,11,84,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40227,19,29,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941069237,LT_50
Alive ,4,5,1,1,120,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38949,1,5,96,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147934656,GET_50_AND_LET_80
Congo ,4,4,2,2,109,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34471,26,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62044666,GET_50_AND_LET_80
The Internship ,12,8,4,9,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159931,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7701028103,GET_50_AND_LET_80
Captain America: Civil War ,4,27,19,9,147,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272670,13,1,4,3,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628789128,GT_80
Stonewall ,7,2,1,4,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,40,28,2,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013804,LT_50
Donnie Brasco ,5,36,21,8,147,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225122,65,18,47,2,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1987142,GET_50_AND_LET_80
Home ,4,4,4,3,94,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70133,3,9,5,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313656852,GET_50_AND_LET_80
Ladder 49 ,3,9,13,4,115,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48753,2,14,3,19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355286582,GET_50_AND_LET_80
Shutter ,1,2,1,1,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26609,20,13,4,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240817875,GET_50_AND_LET_80
Annie Hall ,18,11,5,3,93,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192940,6,4,16,1,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,GT_80
Treasure Planet ,3,19,6,7,95,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71527,72,2,14,23,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2722896714,GET_50_AND_LET_80
Ed Wood ,16,36,31,12,127,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142416,17,5,126,52,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3270809444,GET_50_AND_LET_80
Repo Men ,1,5,6,2,119,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87768,1,42,2,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4300978125,GET_50_AND_LET_80
The Book of Life ,1,20,9,1,95,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45580,5,1,1,5,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00301238,GET_50_AND_LET_80
The Covenant ,14,4,3,1,97,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39541,1,4,24,12,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16460525,GET_50_AND_LET_80
The Help ,2,14,8,7,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318955,1,1,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78822348,GT_80
88 Minutes ,3,21,8,4,108,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65628,96,65,2,125,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5643628,GET_50_AND_LET_80
Detroit Rock City ,2,12,12,1,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30682,19,10,81,9,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279535,GET_50_AND_LET_80
This Christmas ,2,13,4,11,117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6528,38,1,13,2,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.778610308,GET_50_AND_LET_80
The Martian ,14,36,3,1,151,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472488,12,1,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115101787,GT_80
Edtv ,12,23,9,7,122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35599,3,20,2,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4065909091,GET_50_AND_LET_80
Flashdance ,4,3,1,1,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35172,1,21,12,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.725,GET_50_AND_LET_80
Any Given Sunday ,10,21,21,10,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97047,17,27,16,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373287855,GET_50_AND_LET_80
Sin City: A Dame to Kill For ,3,19,36,3,102,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111102,40,19,9,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2115470154,GET_50_AND_LET_80
Road House ,2,3,3,3,114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42987,4,26,2,20,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767648706,GET_50_AND_LET_80
Post Grad ,1,31,6,2,88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11498,13,1,23,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4249128667,GET_50_AND_LET_80
Pitch Black ,4,16,7,11,112,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193962,26,3,4,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705873391,GET_50_AND_LET_80
The Alamo ,5,21,7,5,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16832,22,7,16,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2094052523,GET_50_AND_LET_80
The Gunman ,1,10,2,1,115,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28429,5,2,96,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266016125,GET_50_AND_LET_80
The Village ,9,8,24,13,108,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193770,7,1,4,11,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90326055,GET_50_AND_LET_80
A Few Good Men ,11,26,14,8,138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181879,6,2,1,40,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53350445,GET_50_AND_LET_80
The Hobbit: An Unexpected Journey ,6,3,2,2,182,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637246,12,4,1,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683340161,GET_50_AND_LET_80
Movie 43 ,2,19,15,5,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79146,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.471461833,LT_50
The Mist ,4,7,4,6,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220475,1,3,1,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421812889,GET_50_AND_LET_80
